_step,train/loss,optimizer/learning_rate,optimizer/grad_norm,performance/step_ms,performance/tokens_per_second,performance/data_wait_ms,trainer/tokens_seen,attention_max_logit
5775,2.840940475463867,0.002,0.0622863136231899,481.9269309518859,1087899.36052016,0.2190090017393231,3026714624.0,
5940,2.905848264694214,0.002,0.0798430070281028,481.4146009739488,1089057.1223625415,0.1758999424055218,3113222144.0,
6105,2.8239054679870605,0.002,0.0590199865400791,482.4271110119298,1086771.427294506,0.2591999946162104,3199729664.0,
6270,2.8460652828216553,0.002,0.0673312321305275,480.65727099310607,1090773.0552306983,0.1764300977811217,3286237184.0,
6435,2.8668723106384277,0.002,0.052060417830944,487.2229699976742,1076074.0611275013,0.1775500131770968,3372744704.0,
6600,2.8098809719085693,0.002,0.0691004619002342,480.7031009113416,1090669.0616433052,0.1613199710845947,3459252224.0,
6765,2.804474115371704,0.002,0.0719672366976738,480.05246196407825,1092147.2995991672,0.1931600272655487,3545759744.0,
6930,2.8436875343322754,0.002,0.0648712888360023,480.1311610499397,1091968.2839445353,0.1559800002723932,3632267264.0,
7095,2.8622395992279053,0.002,0.0641835406422615,479.3434600578621,1093762.7060494632,0.1933699240908026,3718774784.0,
7260,2.757413864135742,0.002,0.0661187171936035,481.4550520386547,1088965.62156732,0.1755800331011414,3805282304.0,
7425,2.792841911315918,0.002,0.0652453154325485,480.065670912154,1092117.2493001237,0.1635299995541572,3891789824.0,
7590,2.780550718307495,0.002,0.0648396238684654,482.6265110168606,1086322.4212349246,0.1551599707454443,3977773056.0,
7755,2.7410335540771484,0.002,0.0548371225595474,482.3289510095492,1086992.5989361152,0.2449600724503398,4064280576.0,
7920,2.784592628479004,0.002,0.068507932126522,480.785179999657,1090482.8638860583,0.1847799867391586,4150788096.0,
8085,2.686729431152344,0.002,0.0577291660010814,478.8235719315708,1094950.2713181518,0.1774500124156475,4237295616.0,
8250,2.715066909790039,0.002,0.0462805852293968,481.3868310302496,1089119.9472115485,0.166799989528954,4323803136.0,
8415,2.8132553100585938,0.002,0.0637676045298576,480.9563709422946,1090094.7189301385,0.203870004042983,4410310656.0,
8580,2.6285223960876465,0.002,0.0472598522901535,479.9432809231803,1092395.7493300496,0.213771010749042,4496818176.0,
8745,2.632063150405884,0.002,0.0522891469299793,480.1482210168615,1091929.4856277066,0.2170699881389737,4583325696.0,
8910,2.78031325340271,0.002,0.0619077607989311,480.1907211076468,1091832.842564377,0.1621999545022845,4669833216.0,
9075,2.772730588912964,0.002,0.0613123513758182,480.6583010358736,1090770.7177221312,0.173080014064908,4756340736.0,
9240,2.728710174560547,0.002,0.0588964708149433,483.4257219918072,1084526.4870057644,0.1567499712109565,4842848256.0,
9405,2.7397382259368896,0.002,0.0422461330890655,480.81418103538454,1090417.089760121,0.1644699368625879,4929355776.0,
9570,2.7079429626464844,0.002,0.047788631170988,497.5858200341463,1053663.4664629735,0.1746299676597118,5015863296.0,
9735,2.7525815963745117,0.002,0.0537047237157821,479.2389110662043,1094001.31728363,0.1976300263777375,5102370816.0,
9900,2.7064208984375,0.002,0.0574059747159481,498.2647099532187,1052227.840998863,0.1627799356356263,5188878336.0,
10065,2.6769447326660156,0.002,0.0536120980978012,480.2897919435054,1091607.6268838749,0.1861309865489602,5274337280.0,
10230,2.8463573455810547,0.002,0.0562798343598842,479.9577909288928,1092362.7241997928,0.3956899745389819,5360844800.0,
10395,2.6675665378570557,0.002,0.0720730572938919,480.7063719490543,1090661.6400241195,0.181750045157969,5447352320.0,
10560,2.7208311557769775,0.002,0.0549350939691066,482.3234520154074,1087004.991793872,0.2099989214912057,5533859840.0,
10725,2.7094504833221436,0.002,0.0604110732674598,479.9359019380063,1092412.5448479634,0.1741909654811024,5620367360.0,
10890,2.761359691619873,0.002,0.0475282669067382,479.6928619034588,1092966.023967053,0.1492600422352552,5706874880.0,
11055,2.7513680458068848,0.002,0.0620501153171062,480.96086096484214,1090084.5423227174,0.2194290282204747,5793382400.0,
11220,2.764906883239746,0.002,0.0650088563561439,481.082281912677,1089809.4145466064,0.1956999767571687,5879889920.0,
11385,2.6693568229675293,0.002,0.0516275130212307,484.0538220014423,1083119.2238751454,0.1554989721626043,5966397440.0,
11550,2.7487828731536865,0.002,0.0593327768146991,480.0120120635256,1092239.3332328,0.1866399543359875,6052904960.0,
11715,2.7697272300720215,0.002,0.0622994601726532,480.8190820040181,1090405.9751846923,0.2385999541729688,6139412480.0,
11880,2.7029333114624023,0.002,0.0544910207390785,481.2391410814598,1089454.1928193937,0.1927800476551056,6225920000.0,
12045,2.6737725734710693,0.002,0.0612340681254863,479.40559196285903,1093620.952257516,0.1980899833142757,6312427520.0,
12210,2.7112417221069336,0.002,0.0601761899888515,480.2959320368245,1091593.671794419,0.1989100128412246,6398935040.0,
12375,2.7017831802368164,0.002,0.0496421493589878,482.31740097980946,1087018.629091401,0.1977899810299277,6485442560.0,
12540,2.6766600608825684,0.002,0.063132956624031,481.9318410009146,1087888.2767138125,0.1704000169411301,6571425792.0,
12705,2.700406551361084,0.002,0.0598353408277034,481.03126196656376,1089925.0037442327,0.2060399856418371,6657933312.0,
12870,2.721540927886963,0.002,0.0549214668571949,480.9425009880215,1090126.1562929703,0.185710028745234,6744440832.0,
13035,2.7573513984680176,0.002,0.0547469407320022,481.6528520314023,1088518.4169236852,0.1613310305401682,6830948352.0,
13200,2.601652145385742,0.002,0.0656315684318542,479.23439100850374,1094011.635718975,0.1885700039565563,6917455872.0,
13365,2.7391724586486816,0.002,0.0633191689848899,480.99315993022174,1090011.342523164,0.1695399405434727,7003963392.0,
13530,2.702866554260254,0.002,0.052858829498291,482.278160052374,1087107.0751847106,0.1971699530258774,7090470912.0,
13695,2.6891613006591797,0.002,0.0597086772322654,480.9483400313184,1090112.9214124316,0.2803299576044082,7176978432.0,
13860,2.682992696762085,0.002,0.0540873184800148,498.46357898786664,1051808.0399466096,0.2240400062873959,7263485952.0,
14025,2.7513177394866943,0.002,0.0609132908284664,480.7023199973628,1090670.8334648276,0.1866000238806009,7349993472.0,
14190,2.756516456604004,0.002,0.0578672625124454,481.5320399357006,1088791.516489762,0.2361100632697343,7436500992.0,
14355,2.7294609546661377,0.002,0.06090834364295,482.84411104395986,1085832.855797773,0.173910055309534,7523008512.0,
14520,2.639475107192993,0.002,0.0644598677754402,479.67389109544456,1093009.2501025414,0.170320039615035,7609516032.0,
14685,2.697693347930908,0.002,0.0628743395209312,479.0889610303566,1094343.728714675,0.1966600539162755,7696023552.0,
14850,2.612424373626709,0.002,0.0663016438484191,480.8877609902993,1090250.2465862844,0.1771600218489766,7782531072.0,
15015,2.6773722171783447,0.002,0.0617505423724651,481.6308210138231,1088568.2085220052,0.1780499005690217,7867990016.0,
15180,2.692143440246582,0.002,0.0698927119374275,479.81463104952127,1092688.6469743534,0.1871399581432342,7954497536.0,
15345,2.719250202178955,0.002,0.061435516923666,479.63366110343486,1093100.9278911625,0.2074199728667736,8041005056.0,
15510,2.7948598861694336,0.002,0.0689811632037162,482.69137006718665,1086176.452516695,0.1798899611458182,8127512576.0,
15675,2.65844988822937,0.002,0.0667414516210556,479.834761004895,1092642.806665379,0.1893709413707256,8214020096.0,
15840,2.6675214767456055,0.002,0.0603209063410759,479.9119409872219,1092467.0866107072,0.21875009406358,8300527616.0,
16005,2.6629717350006104,0.002,0.0562582798302173,480.5519499350339,1091012.1165274198,0.2195800188928842,8387035136.0,
16170,2.6956896781921387,0.002,0.0597118102014064,484.1649099253118,1082870.7104793647,0.2224500058218836,8473542656.0,
16335,2.702056884765625,0.002,0.059632807970047,480.1797199761495,1091857.8569416497,0.2163400640711188,8560050176.0,
16500,2.6672892570495605,0.002,0.0541852563619613,481.5006400458514,1088862.5193729214,0.3012599190697074,8646557696.0,
16665,2.7409236431121826,0.002,0.0623794496059417,481.2888400629163,1089341.6932988986,0.1820600591599941,8733065216.0,
16830,2.713106632232666,0.002,0.0649374574422836,481.71571106649935,1088376.3762640154,0.1863900106400251,8819572736.0,
16995,2.717247009277344,0.002,0.0651243105530738,479.8318799585104,1092649.367201974,0.2032499760389328,8906080256.0,
17160,2.717705249786377,0.002,0.0630392283201217,480.7782699353993,1090498.537029236,0.2052700147032737,8992587776.0,
17325,2.697437524795532,0.002,0.0638309121131897,481.5961599815637,1088646.5540341325,0.1791799440979957,9079095296.0,
17490,2.677288293838501,0.002,0.0538662299513816,480.88686098344624,1090252.2870510446,0.228760065510869,9165602816.0,
17655,2.665031909942627,0.002,0.0659978911280632,479.9138200469315,1092462.809153379,0.1682100119069218,9251586048.0,
17820,2.694694995880127,0.002,0.0696103647351265,480.8817309094593,1090263.9179252023,0.2425200073048472,9338093568.0,
17985,2.7063417434692383,0.002,0.0681968629360199,484.92401000112295,1081175.5846009478,0.1761799212545156,9424601088.0,
18150,2.637775421142578,0.002,0.0654120966792106,479.23295106738806,1094014.9228726062,0.1670500496402382,9511108608.0,
18315,2.661130666732788,0.002,0.0635863617062568,479.315250995569,1093827.0770876156,0.1765290508046746,9597616128.0,
18480,2.672826051712036,0.002,0.0565752387046813,481.0426910407841,1089899.1082592905,0.1663700677454471,9684123648.0,
18645,2.682274341583252,0.002,0.0658620819449424,1064.6847839234397,492434.95156187087,0.2312799915671348,9770631168.0,
18810,2.6847481727600098,0.002,0.0581578165292739,479.8808710183948,1092537.818578526,0.2233899431303143,9857138688.0,
18975,2.522711753845215,0.002,0.0581947453320026,479.3911910383031,1093653.8046609825,0.1761598978191614,9943646208.0,
19140,2.6888694763183594,0.002,0.05530945956707,480.4183500818908,1091315.5168003703,0.1958900829777121,10030153728.0,
19305,2.7091686725616455,0.002,0.063192069530487,479.0377509780228,1094460.716153565,0.1898399787023663,10116661248.0,
19470,2.6699068546295166,0.002,0.0647592097520828,479.1684610536322,1094162.1634428017,0.1863709185272455,10203168768.0,
19635,2.566999912261963,0.002,0.0676880702376365,481.6817099926993,1088453.202858681,0.1486699329689145,10289676288.0,
19800,2.6351757049560547,0.002,0.0596224777400493,481.52893991209567,1088798.5259945334,0.1781700411811471,10376183808.0,
19965,2.616708517074585,0.002,0.0591746605932712,478.60730008687824,1095445.054650921,0.1395900035277009,10462691328.0,
20130,2.703019142150879,0.002,0.1100939363241195,481.82955000083894,1088119.232203768,0.1668001059442758,10547625984.0,
20295,2.540618658065796,0.002,0.0580309890210628,481.6309899324551,1088567.8267370777,0.1887199468910694,10634133504.0,
20460,2.6250786781311035,0.002,0.0594664327800273,480.493739945814,1091144.288496089,0.1788999652490019,10720641024.0,
20625,2.68691349029541,0.002,0.0594991818070411,480.55418103467673,1091007.051215662,0.1386399380862712,10807148544.0,
20790,2.6353325843811035,0.002,0.0598432086408138,490.3408900136128,1069231.652260216,0.2107600448653102,10893656064.0,
20955,2.7357685565948486,0.002,0.0608015023171901,479.2177400086075,1094049.64847625,0.190339982509613,10980163584.0,
21120,2.5931825637817383,0.002,0.056077416986227,478.66928996518254,1095303.1894695724,0.1699290005490183,11066671104.0,
21285,2.6701135635375977,0.002,0.0634068250656127,478.9231199538335,1094722.6770980267,0.1545299310237169,11153178624.0,
21450,2.862043857574463,0.002,0.0720999166369438,480.6494200602174,1090790.8719297226,0.1862399512901902,11239686144.0,
21615,2.669222116470337,0.002,0.0662228465080261,480.6415600469336,1090808.709818611,0.1613399945199489,11326193664.0,
21780,2.604795455932617,0.002,0.0595783814787864,481.0233400203288,1089942.9536575975,0.1721599837765097,11412701184.0,
21945,2.6800546646118164,0.002,0.0605947338044643,479.5281700789928,1093341.3983033237,0.1659600529819727,11499208704.0,
22110,2.6552646160125732,0.002,0.0634681060910224,480.33126001246274,1091513.385962839,0.1692399382591247,11585716224.0,
22275,2.6271750926971436,0.002,0.0786563828587532,482.30273998342454,1087051.6721883405,0.159428920596838,11672223744.0,
22440,2.659398317337036,0.002,0.0587912090122699,478.3411710523069,1096054.514493524,0.1804799539968371,11758731264.0,
22605,2.6224348545074463,0.002,0.0640172362327575,481.3567899400368,1089187.9183117189,0.1630400074645877,11844714496.0,
22770,2.701103687286377,0.002,0.0627290606498718,480.61263107229024,1090874.3676383744,0.3131399862468242,11931222016.0,
22935,2.587366819381714,0.002,0.0699516683816909,480.7775899535045,1090500.079362483,0.1948799472302198,12017729536.0,
23100,2.649381160736084,0.002,0.0738381445407867,490.0218200637027,1069927.8655220754,0.1617399975657463,12104237056.0,
23265,2.6221203804016113,0.002,0.0524410791695117,479.4828399317339,1093444.7624333026,0.2002000110223889,12190744576.0,
23430,2.7534241676330566,0.002,0.0909763723611831,479.7133510001004,1092919.3421591686,0.1846699742600321,12277252096.0,
23595,2.583363771438598,0.002,0.0596322901546955,478.6112100118771,1095436.105616894,0.1568399602547288,12363759616.0,
23760,2.617792844772339,0.002,0.0515604242682457,480.68236000835896,1090716.1227861217,0.2804100513458252,12450267136.0,
23925,2.6758391857147217,0.002,0.0625510066747665,478.84952009189874,1094890.937552534,0.1342099858447909,12536774656.0,
24090,2.6747117042541504,0.002,0.0594439096748828,495.0647989753634,1059029.0424306474,0.1742399763315916,12623282176.0,
24255,2.6316890716552734,0.002,0.0682809203863143,481.516971020028,1088825.5898631515,0.1798300072550773,12709789696.0,
24420,2.6785106658935547,0.002,0.0576318465173244,480.2016500616446,1091807.9934392062,0.1990499440580606,12796297216.0,
24585,2.6352057456970215,0.002,0.0600075311958789,478.95751998294145,1094644.0511439785,0.1798899611458182,12882804736.0,
24750,2.703831195831299,0.002,0.0612275712192058,481.335680000484,1089235.6868276892,0.174528919160366,12969312256.0,
24915,2.718580484390259,0.002,0.0756928250193595,478.38270000647753,1095959.3647364357,0.1521889353170991,13055819776.0,
25080,2.639904260635376,0.002,0.0684795454144477,500.7542790845037,1046996.5448094052,0.179730006493628,13141278720.0,
25245,2.640783309936523,0.002,0.0719740763306617,479.499590001069,1093406.5657883694,0.1660799607634544,13227786240.0,
25410,2.6316699981689453,0.002,0.0657496824860572,478.5089099314064,1095670.2981249732,0.171659979969263,13314293760.0,
25575,2.5926079750061035,0.002,0.0558101385831832,480.699609965086,1090676.9823218286,0.1601700205355882,13400801280.0,
25740,2.645087242126465,0.002,0.0664434731006622,479.67547993175685,1093005.6297115502,0.1984699629247188,13487308800.0,
25905,2.6637988090515137,0.002,0.0607510469853878,482.08175995387137,1087549.9625834571,0.2196710556745529,13573816320.0,
26070,2.6482038497924805,0.002,0.0566126592457294,480.037302011624,1092181.7904628264,0.1632199855521321,13660323840.0,
26235,2.6519968509674072,0.002,0.0651172325015068,480.3635610733181,1091439.9893874915,0.2241800539195537,13746831360.0,
26400,2.6491129398345947,0.002,0.0661903619766235,479.25934090744704,1093954.6822546937,0.1794489799067378,13833338880.0,
26565,2.6503162384033203,0.002,0.0611745007336139,478.326249984093,1096088.7051827817,0.1649999758228659,13919846400.0,
26730,2.614104747772217,0.002,0.0602452605962753,480.0386499846354,1092178.723560657,0.1748900394886732,14006353920.0,
26895,2.6027402877807617,0.002,0.0568878725171089,480.7802509749308,1090494.043665154,0.1643899595364928,14092861440.0,
27060,2.64913558959961,0.002,0.0579768642783165,480.0559099530801,1092139.4552797882,0.1934800529852509,14179368960.0,
27225,2.680672407150269,0.002,0.0661084577441215,1077.7280849870294,486475.2132782267,0.1556200440973043,14265876480.0,
27390,2.582712173461914,0.002,0.0657230764627456,481.0371599160135,1089911.6402806342,0.1663200091570615,14352384000.0,
27555,2.7183241844177246,0.002,0.058141641318798,480.2113219629973,1091786.00341372,0.1841289922595024,14438367232.0,
27720,2.6311511993408203,0.002,0.0705760717391967,483.93950099125504,1083375.08908882,0.2401500241830945,14524874752.0,
27885,2.6311638355255127,0.002,0.0560896508395671,478.3394109690562,1096058.5475026148,0.1873200526461005,14611382272.0,
28050,2.655055284500122,0.002,0.0673162639141082,480.81581096630543,1090413.3933248315,0.1586599973961711,14697889792.0,
28215,2.6379337310791016,0.002,0.0637473911046981,480.4280400276184,1091293.5056202386,0.2171199303120374,14784397312.0,
28380,2.6378252506256104,0.002,0.0646294355392456,480.6191798998043,1090859.5035872257,0.1660400303080678,14870904832.0,
28545,2.683665990829468,0.002,0.0605167411267757,480.473421048373,1091190.4322533084,0.17531996127218,14957412352.0,
28710,2.681675434112549,0.002,0.0588818974792957,479.2463819030672,1093984.2632052314,0.273150042630732,15043919872.0,
28875,2.5885839462280273,0.002,0.0709823668003082,481.29012098070234,1089338.7940971714,0.2127399202436208,15130427392.0,
29040,2.627004623413086,0.002,0.0588185749948024,484.5250700600445,1082065.7844082825,0.1723599852994084,15216934912.0,
29205,2.5119924545288086,0.002,0.0630344972014427,480.39366002194583,1091371.6054788253,0.1726200571283698,15303442432.0,
29370,2.6667184829711914,0.002,0.0674365013837814,485.8843400143087,1079038.68641776,0.2014000201597809,15389949952.0,
29535,2.610678195953369,0.002,0.0634732395410537,481.5193400718272,1088820.232894058,0.1756689744070172,15476457472.0,
29700,2.6140007972717285,0.002,0.0662717819213867,484.0766800334677,1083068.0791393467,0.245230970904231,15562964992.0,
29865,2.6328413486480713,0.002,0.0553483664989471,481.3685709377751,1089161.261564318,0.1916199689731001,15649472512.0,
30030,2.6575896739959717,0.002,0.0646644830703735,479.46832003071904,1093477.875590215,0.2005299320444464,15734931456.0,
30195,2.623160600662231,0.002,0.0714625641703605,480.00068101100624,1092265.1169904866,0.1737100537866354,15821438976.0,
30360,2.653373956680298,0.002,0.0630413219332695,478.9840199518949,1094583.489554944,0.1875099260360002,15907946496.0,
30525,2.631471633911133,0.002,0.0661738067865371,479.8943710047752,1092507.0842199628,0.1799800666049122,15994454016.0,
30690,2.660761594772339,0.002,0.0628222450613975,487.9375100135803,1074498.2487314984,0.1664899755269289,16080961536.0,
30855,2.633477687835694,0.002,0.0576692521572113,480.59403093066067,1090916.5870927004,0.207369914278388,16167469056.0,
31020,2.634978771209717,0.002,0.0689754113554954,480.4992700228467,1091131.7304916428,0.1980910310521721,16253976576.0,
31185,2.5975520610809326,0.002,0.0620088502764701,479.91137101780623,1092468.384085334,0.180330011062324,16340484096.0,
31350,2.7019691467285156,0.002,0.0694969370961189,481.1109909787774,1089744.38296116,0.1862799981608986,16426991616.0,
31515,2.604248046875,0.002,0.06077266857028,479.7378509538248,1092863.5273568672,0.2392299938946962,16513499136.0,
31680,2.5891544818878174,0.002,0.0646505430340766,480.5556709179655,1091003.668728945,0.319630024023354,16600006656.0,
31845,2.6477982997894287,0.002,0.0649743154644966,479.7537709819153,1092827.2620493136,0.2046400913968682,16686514176.0,
32010,2.7570838928222656,0.002,0.0749817043542862,494.1922699799761,1060898.8279424997,0.2304300433024764,16773021696.0,
32175,2.6706974506378174,0.002,0.0849622189998626,480.0800810335204,1092084.4682231108,0.1705100294202566,16859529216.0,
32340,2.6160335540771484,0.002,0.0687291175127029,479.6909800497815,1092970.31173192,0.1812500413507223,16946036736.0,
32505,2.658757209777832,0.002,0.0665270909667015,479.930151021108,1092425.635031505,0.2104300074279308,17032544256.0,
32670,2.6232309341430664,0.002,0.0671972185373306,481.06393101625144,1089850.9869414598,0.1958300126716494,17118527488.0,
32835,2.5763306617736816,0.002,0.0767822414636612,481.03461996652186,1089917.3952105327,0.2261600457131862,17205035008.0,
33000,2.6447110176086426,0.002,0.0620456598699092,482.0792099926621,1087555.7151862667,0.196020002476871,17291542528.0,
33165,2.654445171356201,0.002,0.0623827949166297,480.84048205055296,1090357.4461205187,0.2266800729557871,17378050048.0,
33330,2.634798049926758,0.002,0.0636550039052963,478.02752105053514,1096773.6728793369,0.1833700807765126,17464557568.0,
33495,2.664370059967041,0.002,0.0657977163791656,478.40158094186336,1095916.1108284737,0.1512600574642419,17551065088.0,
33660,2.6273202896118164,0.002,0.0534082353115081,481.237189960666,1089458.6098860165,0.1558701042085886,17637572608.0,
33825,2.607274055480957,0.002,0.0651056915521621,478.3701510168612,1095988.114821822,0.1667100004851818,17724080128.0,
33990,2.6386806964874268,0.002,0.0586631447076797,479.006311041303,1094532.5518994937,0.2015699865296483,17810587648.0,
34155,2.643588066101074,0.002,0.0669672265648841,479.6765010105446,1093003.303050017,0.1653290819376707,17897095168.0,
34320,2.7331056594848633,0.002,0.065503679215908,480.56550102774054,1090981.351925501,0.175400055013597,17983602688.0,
34485,2.578657627105713,0.002,0.0608978420495986,479.1775509947911,1094141.407316678,0.1897999318316579,18070110208.0,
34650,2.5836732387542725,0.002,0.0619646422564983,479.9968210281804,1092273.9006415613,0.2089899498969316,18156617728.0,
34815,2.6058473587036133,0.002,0.0640362650156021,513.062758021988,1021878.8867492328,0.1785999629646539,18243125248.0,
34980,2.675967216491699,0.002,0.0696274787187576,480.4615899920464,1091217.3021129102,0.1689699711278081,18329632768.0,
35145,2.677457809448242,0.002,0.0716594085097312,480.2773409755901,1091635.9263066854,0.2170900115743279,18415091712.0,
35310,2.744558095932007,0.002,0.0575224421918392,477.9886509058997,1096862.862761181,0.1800199970602989,18501599232.0,
35475,2.6891374588012695,0.002,0.0716621056199073,480.20296008326113,1091805.0149234713,0.2316100290045142,18588106752.0,
35640,2.7155134677886963,0.002,0.0630209818482399,478.7328600650653,1095157.7460731298,0.1652099890634417,18674614272.0,
35805,2.5906753540039062,0.002,0.0596737898886203,478.50936104077846,1095669.2651939995,0.1806099899113178,18761121792.0,
35970,2.61307430267334,0.002,0.0657093897461891,479.949580039829,1092381.4121401908,0.1648800680413842,18847629312.0,
36135,2.599642276763916,0.002,0.0644085705280304,479.2034609708935,1094082.248358062,0.2032399643212556,18934136832.0,
36300,2.5694990158081055,0.002,0.0584748722612857,479.9331499962136,1092418.8087531282,0.1974300248548388,19020644352.0,
36465,2.631953001022339,0.002,0.0765132158994674,479.7167310025543,1092911.6416354645,0.1698500709608197,19107151872.0,
36630,2.65683650970459,0.002,0.0723253265023231,480.2310410887003,1091741.172772633,0.171659979969263,19193659392.0,
36795,2.6015257835388184,0.002,0.0624918192625045,479.9894100287929,1092290.765266154,0.1724000321701169,19280166912.0,
36960,2.638833284378052,0.002,0.0569371171295642,484.61349098943174,1081868.3543653833,0.1940599177032709,19366674432.0,
37125,2.583543300628662,0.002,0.083622932434082,479.9171700142324,1092455.1834318654,0.1874500885605812,19453181952.0,
37290,2.6204545497894287,0.002,0.063819795846939,478.8156809518114,1094968.316321213,0.2000990789383649,19539689472.0,
37455,2.638607978820801,0.002,0.0583985559642314,480.0780600635335,1092089.0655378331,0.1566100399941206,19626196992.0,
37620,2.611844539642334,0.002,0.0702546462416648,479.37457996886224,1093691.701454122,0.1718599814921617,19712180224.0,
37785,2.6273272037506104,0.002,0.0706460177898407,480.0626109354198,1092124.210586626,0.2203199546784162,19798687744.0,
37950,2.64422869682312,0.002,0.0598318800330162,481.6849100170657,1088445.9718313054,0.1733710523694753,19885195264.0,
38115,2.604137420654297,0.002,0.0728271827101707,478.96054992452264,1094637.1263408237,0.1581399701535701,19971702784.0,
38280,2.5724267959594727,0.002,0.0619775094091892,500.54561893921345,1047433.0014337212,0.1795499119907617,20058210304.0,
38445,2.6534523963928223,0.002,0.0619804784655571,482.38165001384914,1086873.8476783845,0.2033800119534135,20144717824.0,
38610,2.563287258148194,0.002,0.0620079413056373,481.9396700477227,1087870.6041112652,0.1652899663895368,20231225344.0,
38775,2.606856346130371,0.002,0.0706177949905395,479.2062899796292,1094075.7894106256,0.1913700252771377,20317732864.0,
38940,2.8342881202697754,0.002,0.8677266240119934,481.84178001247346,1088091.6137791695,0.1620399998500943,20404240384.0,
39105,2.6286532878875732,0.002,0.0600782483816146,480.23594997357577,1091730.0131921573,0.1827999949455261,20490747904.0,
39270,2.5642876625061035,0.002,0.0655658990144729,481.7490399582311,1088301.0790129588,0.1908399863168597,20577255424.0,
